Atualizado em: 2025-08-28
"Empresa_Aerea";"N_Voo";"Aeroporto_Origem_Designador_OACI";"Aeroporto_Origem_Nome_UF_Pais ";"Aeroporto_Destino_Designador_OACI";"Aeroporto_Destino_Nome_UF_Pais";"Etapas_Previstas";"Percentuais_de_Cancelamentos";"Percentuais_de_Atrasos_superiores_a_30_minutos";"Percentuais_de_Atrasos_superiores_a_60_minutos"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7030";"SBCT";"AFONSO PENA(PR, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"27";"0";"3,7";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7039";"SBCT";"AFONSO PENA(PR, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"12";"8,33";"8,33";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7070";"SBCT";"AFONSO PENA(PR, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"31";"0";"3,23";"3,23"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7146";"SBCT";"AFONSO PENA(PR, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"15";"0";"13,33";"6,67"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7170";"SBCT";"AFONSO PENA(PR, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"4";"0";"0";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"3726";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"23";"0";"8,7";"4,35"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"3747";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"31";"0";"3,23";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7012";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"31";"3,23";"3,23";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7019";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"31";"0";"3,23";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7021";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"31";"0";"0";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"0140";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"MPTO";"TOCUMEN INTL(PANAMÁ)";"26";"0";"0";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"3668";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"SBSN";"MAESTRO WILSON FONSECA(PA, BRASIL)";"22";"0";"0";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7006";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"27";"0";"3,7";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7008";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"31";"0";"0";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7105";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"27";"0";"3,7";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7164";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"SBPV";"GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA(RO, BRASIL)";"4";"0";"0";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7135";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"SBPV";"GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA(RO, BRASIL)";"1";"0";"0";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7174";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"31";"0";"0";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"0424";"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"MPTO";"TOCUMEN INTL(PANAMÁ)";"21";"0";"0";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"3502";"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"17";"0";"5,88";"5,88"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"3503";"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"27";"0";"18,52";"3,7"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"3553";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"27";"0";"7,41";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"3554";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"31";"3,23";"3,23";"3,23"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"3576";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"31";"0";"0";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"3731";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"27";"0";"7,41";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7147";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"18";"0";"5,56";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7192";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"18";"0";"5,56";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7193";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"24";"0";"0";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"0215";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"MPTO";"TOCUMEN INTL(PANAMÁ)";"31";"0";"0";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"0487";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"MPTO";"TOCUMEN INTL(PANAMÁ)";"13";"0";"0";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"0872";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"MPTO";"TOCUMEN INTL(PANAMÁ)";"31";"0";"0";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7050";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"7";"0";"0";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7068";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"30";"0";"6,67";"3,33"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7072";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"31";"0";"6,45";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7078";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"31";"0";"9,68";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7086";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"24";"0";"8,33";"4,17"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7087";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"25";"0";"12";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7109";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"6";"0";"0";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7113";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"31";"0";"9,68";"6,45"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7121";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"1";"0";"0";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7187";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"31";"3,23";"0";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7177";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"1";"0";"0";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"3557";"SBGO";"SANTA GENOVEVA/GOIÂNIA(GO, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"27";"0";"22,22";"11,11"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7188";"SBGO";"SANTA GENOVEVA/GOIÂNIA(GO, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"29";"0";"10,34";"3,45"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"0700";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"MPTO";"TOCUMEN INTL(PANAMÁ)";"31";"3,23";"0";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"0702";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"MPTO";"TOCUMEN INTL(PANAMÁ)";"31";"0";"0";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"0744";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"MPTO";"TOCUMEN INTL(PANAMÁ)";"31";"0";"0";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"0758";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"MPTO";"TOCUMEN INTL(PANAMÁ)";"31";"0";"0";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"0841";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"MPTO";"TOCUMEN INTL(PANAMÁ)";"31";"0";"0";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"3507";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"31";"3,23";"0";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"3596";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"27";"0";"3,7";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"3626";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"31";"0";"12,9";"6,45"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"3628";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"27";"0";"7,41";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"3636";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"31";"0";"16,13";"6,45"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"3705";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"22";"0";"13,64";"4,55"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"3718";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBFI";"CATARATAS(PR, BRASIL)";"31";"0";"16,13";"6,45"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"3723";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"26";"0";"15,38";"11,54"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"3764";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"31";"0";"6,45";"3,23"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"3772";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBNF";"MINISTRO VICTOR KONDER(SC, BRASIL)";"23";"0";"0";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7065";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"31";"0";"0";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7074";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"27";"0";"18,52";"7,41"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7077";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"31";"0";"0";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7079";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"31";"3,23";"12,9";"3,23"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7081";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"31";"0";"12,9";"6,45"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7083";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"31";"0";"12,9";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7084";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"30";"0";"0";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7088";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"4";"0";"25";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7091";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"31";"0";"0";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7099";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"31";"0";"3,23";"3,23"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7100";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"23";"0";"0";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7106";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"22";"0";"9,09";"4,55"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7120";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"31";"0";"6,45";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7125";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"27";"0";"3,7";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7130";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"23";"0";"13,04";"4,35"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7137";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"28";"0";"7,14";"3,57"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7139";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"12";"0";"0";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7144";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"31";"0";"0";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7151";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"31";"0";"0";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7168";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"12";"0";"0";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7191";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBRJ";"SANTOS DUMONT(RJ, BRASIL)";"29";"3,45";"3,45";"3,45"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7197";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBRJ";"SANTOS DUMONT(RJ, BRASIL)";"29";"0";"3,45";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7177";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"1";"0";"0";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7199";"SBGV";"CORONEL ALTINO MACHADO(MG, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"27";"0";"7,41";"3,7"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7053";"SBIL";"BAHIA - JORGE AMADO(BA, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"23";"4,35";"13,04";"4,35"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7165";"SBIL";"BAHIA - JORGE AMADO(BA, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"8";"0";"0";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7123";"SBIP";"USIMINAS(MG, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"31";"0";"6,45";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7097";"SBKP";"VIRACOPOS(SP, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"27";"0";"11,11";"3,7"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7127";"SBKP";"VIRACOPOS(SP, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"31";"0";"0";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7141";"SBKP";"VIRACOPOS(SP, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"8";"0";"0";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7153";"SBKP";"VIRACOPOS(SP, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"30";"0";"6,67";"6,67"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7169";"SBKP";"VIRACOPOS(SP, BRASIL)";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"31";"0";"3,23";"3,23"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7172";"SBKP";"VIRACOPOS(SP, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"31";"0";"12,9";"6,45"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7184";"SBKP";"VIRACOPOS(SP, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"27";"0";"3,7";"3,7"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7198";"SBKP";"VIRACOPOS(SP, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"31";"0";"6,45";"3,23"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7176";"SBKP";"VIRACOPOS(SP, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"27";"0";"3,7";"0"
"CMP - COMPAÑIA PANAMEÑA DE AVIACION S.A. (COPA AIRLINES)";"7160";"SBMK";"MÁRIO RIBEIRO(MG, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"27";"0";"3,7";"0"
